id,Growth,Loss,Stable,Growth_cwci,Loss_cwci,Stable_cwci,Growth_discount,Loss_discount,Stable_discount
32975512,0.3,0.4,0.3,0.356,0.288,0.356,0.223,0.286,0.491
32975512,0.3,0.4,0.3,0.356,0.288,0.356,0.237,0.512,0.251
64608259,0.005,0.005,0.99,0.25,0.25,0.5,0.0,0.0,1.0
64608259,0.005,0.005,0.99,0.25,0.25,0.5,0.017,0.017,0.967
64608259,0.005,0.005,0.99,0.008,0.008,0.983,0.0,0.0,1.0
64608259,0.005,0.005,0.99,0.008,0.008,0.983,0.017,0.017,0.967
64608259,0.005,0.005,0.99,0.25,0.25,0.5,0.0,0.0,1.0
64608259,0.005,0.005,0.99,0.25,0.25,0.5,0.017,0.017,0.967
64608259,0.005,0.005,0.99,0.008,0.008,0.983,0.0,0.0,1.0
64608259,0.005,0.005,0.99,0.008,0.008,0.983,0.017,0.017,0.967
57875477,0.3,0.4,0.3,0.4,0.2,0.4,0.2,0.468,0.332
57875477,0.3,0.4,0.3,0.4,0.2,0.4,0.223,0.256,0.52
57875477,0.3,0.4,0.3,0.112,0.112,0.777,0.2,0.468,0.332
